No.,Fecha inicial corte,Fecha final corte,Departamento,Municipio,Comunidad (Si aplica),Clasificación,Tema,Subtema,Tipo de dato (medida),No. De personas/porcentaje/eventos,No. De mujeres mayores de edad,No. De hombres mayores de edad,No. De mujeres menores de edad,No. De hombres menores de edad,Madres gestantes,Grupo étnico,Si es indígena indique pueblo,Texto descriptivo,Link información,Link Registro fotográfico,Observación
1954,2020-03-02,2021-08-29,BOYACA,CHIVATA,No indica,Análisis situacional,COVID 19,Fallecido,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de CHIVATA se tiene un total de Fallecido 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1955,2020-03-02,2021-08-29,BOYACA,CHIVATA,No indica,Análisis situacional,COVID 19,Recuperado,Número,58.0,25,31,1,1,No indica,No indica,No indica,En el municipio de CHIVATA se tiene un total de Recuperado 58,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1956,2020-03-02,2021-08-29,BOYACA,CHIVOR,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de CHIVOR se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1957,2020-03-02,2021-08-29,BOYACA,CHIVOR,No indica,Análisis situacional,COVID 19,Fallecido,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de CHIVOR se tiene un total de Fallecido 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1958,2020-03-02,2021-08-29,BOYACA,CHIVOR,No indica,Análisis situacional,COVID 19,Recuperado,Número,59.0,22,32,1,4,No indica,No indica,No indica,En el municipio de CHIVOR se tiene un total de Recuperado 59,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1959,2020-03-02,2021-08-29,BOYACA,CIENEGA,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de CIENEGA se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1960,2020-03-02,2021-08-29,BOYACA,CIENEGA,No indica,Análisis situacional,COVID 19,Fallecido,Número,4.0,2,2,0,0,No indica,No indica,No indica,En el municipio de CIENEGA se tiene un total de Fallecido 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1961,2020-03-02,2021-08-29,BOYACA,CIENEGA,No indica,Análisis situacional,COVID 19,Recuperado,Número,89.0,46,38,3,2,No indica,No indica,No indica,En el municipio de CIENEGA se tiene un total de Recuperado 89,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1962,2020-03-02,2021-08-29,BOYACA,COMBITA,No indica,Análisis situacional,COVID 19,Activo,Número,10.0,5,5,0,0,No indica,No indica,No indica,En el municipio de COMBITA se tiene un total de Activo 10,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1963,2020-03-02,2021-08-29,BOYACA,COMBITA,No indica,Análisis situacional,COVID 19,Fallecido,Número,20.0,8,12,0,0,No indica,No indica,No indica,En el municipio de COMBITA se tiene un total de Fallecido 20,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1964,2020-03-02,2021-08-29,BOYACA,COMBITA,No indica,Análisis situacional,COVID 19,Recuperado,Número,1272.0,172,1055,22,23,No indica,No indica,No indica,En el municipio de COMBITA se tiene un total de Recuperado 1272,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1965,2020-03-02,2021-08-29,BOYACA,COMBITA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de COMBITA se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1966,2020-03-02,2021-08-29,BOYACA,COPER,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,0,3,0,0,No indica,No indica,No indica,En el municipio de COPER se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1967,2020-03-02,2021-08-29,BOYACA,COPER,No indica,Análisis situacional,COVID 19,Recuperado,Número,43.0,23,14,2,4,No indica,No indica,No indica,En el municipio de COPER se tiene un total de Recuperado 43,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1968,2020-03-02,2021-08-29,BOYACA,CORRALES,No indica,Análisis situacional,COVID 19,Recuperado,Número,73.0,29,37,3,4,No indica,No indica,No indica,En el municipio de CORRALES se tiene un total de Recuperado 73,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1969,2020-03-02,2021-08-29,BOYACA,COVARACHIA,No indica,Análisis situacional,COVID 19,Activo,Número,5.0,3,2,0,0,No indica,No indica,No indica,En el municipio de COVARACHIA se tiene un total de Activo 5,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1970,2020-03-02,2021-08-29,BOYACA,COVARACHIA,No indica,Análisis situacional,COVID 19,Fallecido,Número,5.0,1,4,0,0,No indica,No indica,No indica,En el municipio de COVARACHIA se tiene un total de Fallecido 5,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1971,2020-03-02,2021-08-29,BOYACA,COVARACHIA,No indica,Análisis situacional,COVID 19,Recuperado,Número,135.0,60,49,14,12,No indica,No indica,No indica,En el municipio de COVARACHIA se tiene un total de Recuperado 135,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1972,2020-03-02,2021-08-29,BOYACA,COVARACHIA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,0,1,0,No indica,No indica,No indica,En el municipio de COVARACHIA se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1973,2020-03-02,2021-08-29,BOYACA,CUBARA,No indica,Análisis situacional,COVID 19,Activo,Número,7.0,1,4,1,1,No indica,No indica,No indica,En el municipio de CUBARA se tiene un total de Activo 7,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1974,2020-03-02,2021-08-29,BOYACA,CUBARA,No indica,Análisis situacional,COVID 19,Fallecido,Número,4.0,3,1,0,0,No indica,No indica,No indica,En el municipio de CUBARA se tiene un total de Fallecido 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1975,2020-03-02,2021-08-29,BOYACA,CUBARA,No indica,Análisis situacional,COVID 19,Recuperado,Número,229.0,115,85,21,8,No indica,No indica,No indica,En el municipio de CUBARA se tiene un total de Recuperado 229,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1976,2020-03-02,2021-08-29,BOYACA,CUBARA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,3.0,1,2,0,0,No indica,No indica,No indica,En el municipio de CUBARA se tiene un total de Sin clasificar 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1977,2020-03-02,2021-08-29,BOYACA,CUCAITA,No indica,Análisis situacional,COVID 19,Activo,Número,5.0,1,4,0,0,No indica,No indica,No indica,En el municipio de CUCAITA se tiene un total de Activo 5,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1978,2020-03-02,2021-08-29,BOYACA,CUCAITA,No indica,Análisis situacional,COVID 19,Fallecido,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de CUCAITA se tiene un total de Fallecido 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1979,2020-03-02,2021-08-29,BOYACA,CUCAITA,No indica,Análisis situacional,COVID 19,Recuperado,Número,70.0,36,28,4,2,No indica,No indica,No indica,En el municipio de CUCAITA se tiene un total de Recuperado 70,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1980,2020-03-02,2021-08-29,BOYACA,CUCAITA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de CUCAITA se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1981,2020-03-02,2021-08-29,BOYACA,CUITIVA,No indica,Análisis situacional,COVID 19,Fallecido,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de CUITIVA se tiene un total de Fallecido 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1982,2020-03-02,2021-08-29,BOYACA,CUITIVA,No indica,Análisis situacional,COVID 19,Recuperado,Número,44.0,23,15,2,4,No indica,No indica,No indica,En el municipio de CUITIVA se tiene un total de Recuperado 44,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1983,2020-03-02,2021-08-29,BOYACA,DUITAMA,No indica,Análisis situacional,COVID 19,Activo,Número,92.0,46,43,2,1,No indica,No indica,No indica,En el municipio de DUITAMA se tiene un total de Activo 92,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1984,2020-03-02,2021-08-29,BOYACA,DUITAMA,No indica,Análisis situacional,COVID 19,Fallecido,Número,417.0,165,252,0,0,No indica,No indica,No indica,En el municipio de DUITAMA se tiene un total de Fallecido 417,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1985,2020-03-02,2021-08-29,BOYACA,DUITAMA,No indica,Análisis situacional,COVID 19,Recuperado,Número,16823.0,8123,7434,632,634,No indica,No indica,No indica,En el municipio de DUITAMA se tiene un total de Recuperado 16823,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1986,2020-03-02,2021-08-29,BOYACA,DUITAMA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,59.0,27,31,0,1,No indica,No indica,No indica,En el municipio de DUITAMA se tiene un total de Sin clasificar 59,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1987,2020-03-02,2021-08-29,BOYACA,EL COCUY,No indica,Análisis situacional,COVID 19,Fallecido,Número,6.0,2,4,0,0,No indica,No indica,No indica,En el municipio de EL COCUY se tiene un total de Fallecido 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1988,2020-03-02,2021-08-29,BOYACA,EL COCUY,No indica,Análisis situacional,COVID 19,Recuperado,Número,83.0,42,38,2,1,No indica,No indica,No indica,En el municipio de EL COCUY se tiene un total de Recuperado 83,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1989,2020-03-02,2021-08-29,BOYACA,EL ESPINO,No indica,Análisis situacional,COVID 19,Fallecido,Número,5.0,2,3,0,0,No indica,No indica,No indica,En el municipio de EL ESPINO se tiene un total de Fallecido 5,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1990,2020-03-02,2021-08-29,BOYACA,EL ESPINO,No indica,Análisis situacional,COVID 19,Recuperado,Número,55.0,20,33,1,1,No indica,No indica,No indica,En el municipio de EL ESPINO se tiene un total de Recuperado 55,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1991,2020-03-02,2021-08-29,BOYACA,EL ESPINO,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,2.0,2,0,0,0,No indica,No indica,No indica,En el municipio de EL ESPINO se tiene un total de Sin clasificar 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1992,2020-03-02,2021-08-29,BOYACA,FIRAVITOBA,No indica,Análisis situacional,COVID 19,Fallecido,Número,8.0,4,4,0,0,No indica,No indica,No indica,En el municipio de FIRAVITOBA se tiene un total de Fallecido 8,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1993,2020-03-02,2021-08-29,BOYACA,FIRAVITOBA,No indica,Análisis situacional,COVID 19,Recuperado,Número,245.0,111,118,11,5,No indica,No indica,No indica,En el municipio de FIRAVITOBA se tiene un total de Recuperado 245,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1994,2020-03-02,2021-08-29,BOYACA,FLORESTA,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,1,2,0,0,No indica,No indica,No indica,En el municipio de FLORESTA se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1995,2020-03-02,2021-08-29,BOYACA,FLORESTA,No indica,Análisis situacional,COVID 19,Fallecido,Número,5.0,2,3,0,0,No indica,No indica,No indica,En el municipio de FLORESTA se tiene un total de Fallecido 5,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1996,2020-03-02,2021-08-29,BOYACA,FLORESTA,No indica,Análisis situacional,COVID 19,Recuperado,Número,64.0,30,27,2,5,No indica,No indica,No indica,En el municipio de FLORESTA se tiene un total de Recuperado 64,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1997,2020-03-02,2021-08-29,BOYACA,FLORESTA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,0,0,1,No indica,No indica,No indica,En el municipio de FLORESTA se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1998,2020-03-02,2021-08-29,BOYACA,GACHANTIVA,No indica,Análisis situacional,COVID 19,Fallecido,Número,4.0,2,2,0,0,No indica,No indica,No indica,En el municipio de GACHANTIVA se tiene un total de Fallecido 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
1999,2020-03-02,2021-08-29,BOYACA,GACHANTIVA,No indica,Análisis situacional,COVID 19,Recuperado,Número,98.0,45,40,6,7,No indica,No indica,No indica,En el municipio de GACHANTIVA se tiene un total de Recuperado 98,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2000,2020-03-02,2021-08-29,BOYACA,GAMEZA,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,1,2,0,0,No indica,No indica,No indica,En el municipio de GAMEZA se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2001,2020-03-02,2021-08-29,BOYACA,GAMEZA,No indica,Análisis situacional,COVID 19,Fallecido,Número,6.0,1,5,0,0,No indica,No indica,No indica,En el municipio de GAMEZA se tiene un total de Fallecido 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2002,2020-03-02,2021-08-29,BOYACA,GAMEZA,No indica,Análisis situacional,COVID 19,Recuperado,Número,82.0,33,45,1,3,No indica,No indica,No indica,En el municipio de GAMEZA se tiene un total de Recuperado 82,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2003,2020-03-02,2021-08-29,BOYACA,GAMEZA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de GAMEZA se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2004,2020-03-02,2021-08-29,BOYACA,GARAGOA,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,3,0,0,0,No indica,No indica,No indica,En el municipio de GARAGOA se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2005,2020-03-02,2021-08-29,BOYACA,GARAGOA,No indica,Análisis situacional,COVID 19,Fallecido,Número,59.0,22,37,0,0,No indica,No indica,No indica,En el municipio de GARAGOA se tiene un total de Fallecido 59,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2006,2020-03-02,2021-08-29,BOYACA,GARAGOA,No indica,Análisis situacional,COVID 19,Recuperado,Número,1329.0,670,571,46,42,No indica,No indica,No indica,En el municipio de GARAGOA se tiene un total de Recuperado 1329,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2007,2020-03-02,2021-08-29,BOYACA,GARAGOA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,4.0,2,2,0,0,No indica,No indica,No indica,En el municipio de GARAGOA se tiene un total de Sin clasificar 4,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2008,2020-03-02,2021-08-29,BOYACA,GUACAMAYAS,No indica,Análisis situacional,COVID 19,Recuperado,Número,32.0,17,14,1,0,No indica,No indica,No indica,En el municipio de GUACAMAYAS se tiene un total de Recuperado 32,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2009,2020-03-02,2021-08-29,BOYACA,GUATEQUE,No indica,Análisis situacional,COVID 19,Activo,Número,7.0,3,4,0,0,No indica,No indica,No indica,En el municipio de GUATEQUE se tiene un total de Activo 7,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2010,2020-03-02,2021-08-29,BOYACA,GUATEQUE,No indica,Análisis situacional,COVID 19,Fallecido,Número,40.0,16,24,0,0,No indica,No indica,No indica,En el municipio de GUATEQUE se tiene un total de Fallecido 40,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2011,2020-03-02,2021-08-29,BOYACA,GUATEQUE,No indica,Análisis situacional,COVID 19,Recuperado,Número,934.0,464,424,23,23,No indica,No indica,No indica,En el municipio de GUATEQUE se tiene un total de Recuperado 934,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2012,2020-03-02,2021-08-29,BOYACA,GUATEQUE,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,6.0,2,4,0,0,No indica,No indica,No indica,En el municipio de GUATEQUE se tiene un total de Sin clasificar 6,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2013,2020-03-02,2021-08-29,BOYACA,GUAYATA,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,1,2,0,0,No indica,No indica,No indica,En el municipio de GUAYATA se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2014,2020-03-02,2021-08-29,BOYACA,GUAYATA,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,2,1,0,0,No indica,No indica,No indica,En el municipio de GUAYATA se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2015,2020-03-02,2021-08-29,BOYACA,GUAYATA,No indica,Análisis situacional,COVID 19,Recuperado,Número,55.0,25,28,2,0,No indica,No indica,No indica,En el municipio de GUAYATA se tiene un total de Recuperado 55,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2016,2020-03-02,2021-08-29,BOYACA,GUAYATA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de GUAYATA se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2017,2020-03-02,2021-08-29,BOYACA,GUICAN,No indica,Análisis situacional,COVID 19,Activo,Número,3.0,1,2,0,0,No indica,No indica,No indica,En el municipio de GUICAN se tiene un total de Activo 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2018,2020-03-02,2021-08-29,BOYACA,GUICAN,No indica,Análisis situacional,COVID 19,Fallecido,Número,3.0,3,0,0,0,No indica,No indica,No indica,En el municipio de GUICAN se tiene un total de Fallecido 3,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2019,2020-03-02,2021-08-29,BOYACA,GUICAN,No indica,Análisis situacional,COVID 19,Recuperado,Número,88.0,43,38,2,5,No indica,No indica,No indica,En el municipio de GUICAN se tiene un total de Recuperado 88,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2020,2020-03-02,2021-08-29,BOYACA,IZA,No indica,Análisis situacional,COVID 19,Fallecido,Número,2.0,1,1,0,0,No indica,No indica,No indica,En el municipio de IZA se tiene un total de Fallecido 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2021,2020-03-02,2021-08-29,BOYACA,IZA,No indica,Análisis situacional,COVID 19,Recuperado,Número,129.0,61,48,10,10,No indica,No indica,No indica,En el municipio de IZA se tiene un total de Recuperado 129,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2022,2020-03-02,2021-08-29,BOYACA,JENESANO,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de JENESANO se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2023,2020-03-02,2021-08-29,BOYACA,JENESANO,No indica,Análisis situacional,COVID 19,Fallecido,Número,8.0,2,6,0,0,No indica,No indica,No indica,En el municipio de JENESANO se tiene un total de Fallecido 8,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2024,2020-03-02,2021-08-29,BOYACA,JENESANO,No indica,Análisis situacional,COVID 19,Recuperado,Número,156.0,78,65,6,7,No indica,No indica,No indica,En el municipio de JENESANO se tiene un total de Recuperado 156,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2025,2020-03-02,2021-08-29,BOYACA,JERICO,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de JERICO se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2026,2020-03-02,2021-08-29,BOYACA,JERICO,No indica,Análisis situacional,COVID 19,Fallecido,Número,2.0,0,2,0,0,No indica,No indica,No indica,En el municipio de JERICO se tiene un total de Fallecido 2,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2027,2020-03-02,2021-08-29,BOYACA,JERICO,No indica,Análisis situacional,COVID 19,Recuperado,Número,43.0,17,25,1,0,No indica,No indica,No indica,En el municipio de JERICO se tiene un total de Recuperado 43,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2028,2020-03-02,2021-08-29,BOYACA,JERICO,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de JERICO se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2029,2020-03-02,2021-08-29,BOYACA,LA CAPILLA,No indica,Análisis situacional,COVID 19,Recuperado,Número,70.0,40,25,3,2,No indica,No indica,No indica,En el municipio de LA CAPILLA se tiene un total de Recuperado 70,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2030,2020-03-02,2021-08-29,BOYACA,LA CAPILLA,No indica,Análisis situacional,COVID 19,Sin clasificar,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de LA CAPILLA se tiene un total de Sin clasificar 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
2031,2020-03-02,2021-08-29,BOYACA,LA UVITA,No indica,Análisis situacional,COVID 19,Activo,Número,1.0,0,1,0,0,No indica,No indica,No indica,En el municipio de LA UVITA se tiene un total de Activo 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
